method,track,sim_regime,root_id,N,H,sample_seed,valid,tree_kl,split_kl,rf,quartet,branch_w_all,terminal_edit,runtime
phylaflow_adapted,sim_WAG,WAG,NODE_0000200,16,0.0018550131250000003,0,20,0.6931471610599452,78.45208935769665,0.9533068783068783,0.5942582417582417,0.0002483601899978503,0.004157464664310954,0.0
phylaflow_adapted,sim_LG,LG,NODE_0000200,16,0.0018550131250000003,0,20,0.6931471610599452,78.45208935769665,0.9423280423280423,0.6105494505494505,0.0002483601899978503,0.0039587014134275615,0.0
neutral_bd,empirical,,NODE_0000223,16,0.0014355318749999996,0,20,nan,nan,0.9565217391304348,0.7646978021978021,0.0003118947238960938,0.002975927561837456,4.016075372695923
neutral_bd,sim_neutral,neutral,NODE_0000223,16,0.0014355318749999996,0,20,0.6931471605599453,44.93084212622165,0.8785714285714286,0.5522252747252747,8.836270432957194e-05,0.0030808303886925795,4.016075372695923
neutral_bd,sim_JTT,JTT,NODE_0000223,16,0.0014355318749999996,0,20,0.6931471605599453,44.93084212622165,0.8821428571428571,0.5181043956043956,8.836270432957194e-05,0.0027937279151943463,4.016075372695923
neutral_bd,sim_WAG,WAG,NODE_0000223,16,0.0014355318749999996,0,20,0.6931471605599453,44.93084212622165,0.9285714285714286,0.5194505494505495,8.836270432957194e-05,0.0027440371024734984,4.016075372695923
neutral_bd,sim_LG,LG,NODE_0000223,16,0.0014355318749999996,0,20,0.6931471605599453,44.93084212622165,0.875,0.4940934065934066,8.836270432957194e-05,0.002611528268551237,4.016075372695923
empirical_bd,empirical,,NODE_0000223,16,0.0014355318749999996,0,20,nan,nan,0.9695652173913043,0.7887912087912088,0.0003118947238960938,0.0031581272084805654,3.8920164108276367
empirical_bd,sim_neutral,neutral,NODE_0000223,16,0.0014355318749999996,0,20,0.6931471605599453,44.93084212622165,0.8892857142857142,0.5428021978021977,8.836270432957194e-05,0.0032575088339222616,3.8920164108276367
empirical_bd,sim_JTT,JTT,NODE_0000223,16,0.0014355318749999996,0,20,0.6931471605599453,44.93084212622165,0.8785714285714286,0.5429395604395605,8.836270432957194e-05,0.0029648851590106007,3.8920164108276367
empirical_bd,sim_WAG,WAG,NODE_0000223,16,0.0014355318749999996,0,20,0.6931471605599453,44.93084212622165,0.9214285714285715,0.5261538461538462,8.836270432957194e-05,0.002909673144876325,3.8920164108276367
empirical_bd,sim_LG,LG,NODE_0000223,16,0.0014355318749999996,0,20,0.6931471605599453,44.93084212622165,0.8821428571428571,0.5093131868131868,8.836270432957194e-05,0.002788206713780919,3.8920164108276367
plm_prior,empirical,,NODE_0000223,16,0.0014355318749999996,0,20,nan,nan,0.9739130434782608,0.7898901098901099,0.0003118947238960938,0.00332928445229682,0.5072071552276611
plm_prior,sim_neutral,neutral,NODE_0000223,16,0.0014355318749999996,0,20,0.6931471605599453,44.93084212622165,0.9178571428571428,0.5643681318681318,8.836270432957194e-05,0.0034507508833922264,0.5072071552276611
plm_prior,sim_JTT,JTT,NODE_0000223,16,0.0014355318749999996,0,20,0.6931471605599453,44.93084212622165,0.8892857142857142,0.5453571428571429,8.836270432957194e-05,0.003163648409893993,0.5072071552276611
plm_prior,sim_WAG,WAG,NODE_0000223,16,0.0014355318749999996,0,20,0.6931471605599453,44.93084212622165,0.9392857142857143,0.5270879120879121,8.836270432957194e-05,0.003125,0.5072071552276611
plm_prior,sim_LG,LG,NODE_0000223,16,0.0014355318749999996,0,20,0.6931471605599453,44.93084212622165,0.8678571428571429,0.5145604395604395,8.836270432957194e-05,0.0029814487632508833,0.5072071552276611
treesbm,empirical,,NODE_0000223,16,0.0014355318749999996,0,20,nan,nan,0.991304347826087,0.7717582417582417,0.0003568336352211276,0.0023520318021201412,505.3729944229126
